# time, x_measured, y_measured, x_predicted, y_predicted, x_kalman, y_kalman
9.976871444823663282e+00,3.620010449227704044e+02,9.207821020865246737e+02,1.962578228107403220e+02,6.502760559732324737e+02,2.237626399370273589e+02,6.951660927125450371e+02
1.001023890784982839e+01,4.021600551583306924e+02,9.879330378256495351e+02,2.081594452878255197e+02,6.562944174125185555e+02,2.403535297812086355e+02,7.113293050552744035e+02
1.004360637087599528e+01,4.029626994773526576e+02,9.742859846063063287e+02,2.275327087866712645e+02,6.762416973749045610e+02,2.566450293445423085e+02,7.257016602704259185e+02
1.007697383390216217e+01,4.027108424003039886e+02,9.602255912394739426e+02,2.464531598739007165e+02,6.941074079486617165e+02,2.723838671915668215e+02,7.382692860160460668e+02
1.011034129692832728e+01,4.026528081709560638e+02,9.468940188876587172e+02,2.646456017411792914e+02,7.098804314578098911e+02,2.875476723453302839e+02,7.492124493566253705e+02
1.014370875995449417e+01,4.055420291835516764e+02,9.329824340714170603e+02,2.820887703845118040e+02,7.237626732939367002e+02,3.025756371393118229e+02,7.584823510344542683e+02
1.017707622298065928e+01,4.060642679386535292e+02,9.193939764701736976e+02,2.992662887670319947e+02,7.357056510051484111e+02,3.169892390581462678e+02,7.661884287367678326e+02
1.021044368600682617e+01,4.073462048622669158e+02,9.057324280377049490e+02,3.156573734366555755e+02,7.458346559847248045e+02,3.308729853256729712e+02,7.723694302167490378e+02
1.024381114903299128e+01,4.072640855705749345e+02,8.921988391865096446e+02,3.313589617002432988e+02,7.541978082904798839e+02,3.439552930880626604e+02,7.770988540749071944e+02
1.027717861205915817e+01,4.101278441785328255e+02,8.781094822260135970e+02,3.460787851268099757e+02,7.608815194595148341e+02,3.567076219135308293e+02,7.803353085007980781e+02
1.031054607508532328e+01,4.103974926288967140e+02,8.640736022309604323e+02,3.603379727080521775e+02,7.658467520860508557e+02,3.686452683145436140e+02,7.821473375079362995e+02
1.034391353811149017e+01,4.138865282665841505e+02,8.498109611120098634e+02,3.736109056690465309e+02,7.691751463148905259e+02,3.802945794873790533e+02,7.825565281389511938e+02
1.037728100113765706e+01,4.139333997153918858e+02,8.345613565127015363e+02,3.864791020686241723e+02,7.708970256724746832e+02,3.910350979427545326e+02,7.814620174405847592e+02
1.041064846416382217e+01,4.157215518604297131e+02,8.198854065783157239e+02,3.982686932273227285e+02,7.709090615069806063e+02,4.011649666249260235e+02,7.790366060155271271e+02
1.044401592718998906e+01,4.179856091496075123e+02,8.036547207070602781e+02,4.093124668575286478e+02,7.694076148407581286e+02,4.107517606616121384e+02,7.750908661493615455e+02
